path,data,mean,std,min,max
/media/DATA_18_TB_1/andy/benchmark_set_5/chignolin/starting_pos_0/result/output_starting_pos_0.h5,"[[ -9.56210852]
 [-12.30645144]
 [-11.28161538]
 ...
 [-11.91854811]
 [-12.76993823]
 [ -8.58000016]]",-10.520900858220982,2.0729692933200483,-17.274635076522827,0.016488075256347656
/media/DATA_18_TB_1/andy/benchmark_set_5/chignolin/starting_pos_1/result/output_starting_pos_1.h5,"[[-13.46589994]
 [ -7.95458281]
 [-10.14850354]
 ...
 [-12.72525883]
 [-12.63460433]
 [-13.68305767]]",-11.861994764066324,2.3470206964629794,-17.77267950773239,0.33297258615493774
